"year","jurisdiction","cause_subgroup","deaths"
"2022","New York","Influenza and pneumonia","2421"
"2022","New York","Malignant neoplasms","21191"
"2022","New York","Heart failure","2283"
"2022","New York","Other diseases of the circulatory system","6285"
"2022","New York","Chronic lower respiratory disease","4559"
"2022","New York","Ischemic heart disease","15926"
"2022","New York City","Ischemic heart disease","11929"
"2022","New York City","Malignant neoplasms","11308"
"2022","New York City","Renal failure","674"
"2022","New York City","Influenza and pneumonia","1588"
"2022","New York City","Diabetes","1782"
"2022","New York City","Hypertensive diseases","3713"
"2022","New York City","Chronic lower respiratory disease","1459"
"2022","New York City","Other diseases of the circulatory system","2205"
"2022","New York City","Sepsis","978"
"2022","New York City","Cerebrovascular diseases","2164"
"2022","New York City","Other diseases of the respiratory system","1105"
"2022","New York City","Alzheimer disease and dementia","2794"
"2022","New York City","Heart failure","514"
"2022","North Carolina","Ischemic heart disease","11525"
"2022","North Carolina","Heart failure","3369"
"2022","North Carolina","Chronic lower respiratory disease","5242"
"2022","North Carolina","Diabetes","3832"
"2022","North Carolina","Renal failure","2132"
"2022","North Carolina","Malignant neoplasms","20631"
"2022","North Carolina","Other diseases of the respiratory system","2473"
"2022","North Carolina","Sepsis","1501"
"2022","North Carolina","Alzheimer disease and dementia","10521"
"2022","North Carolina","Influenza and pneumonia","1514"
"2022","North Carolina","Other diseases of the circulatory system","5850"
"2022","North Carolina","Cerebrovascular diseases","6225"
"2022","North Carolina","Hypertensive diseases","3350"
"2022","North Dakota","Alzheimer disease and dementia","462"
"2022","North Dakota","Chronic lower respiratory disease","35"
"2022","North Dakota","Hypertensive diseases","46"
"2022","North Dakota","Cerebrovascular diseases","46"
"2022","North Dakota","Malignant neoplasms","1306"
"2022","North Dakota","Other diseases of the circulatory system","230"
"2022","North Dakota","Ischemic heart disease","778"
"2022","North Dakota","Diabetes","25"
"2022","Ohio","Heart failure","4064"
"2022","Ohio","Diabetes","4231"
"2022","Ohio","Malignant neoplasms","24633"
"2022","Ohio","Sepsis","1996"
"2022","Ohio","Other diseases of the circulatory system","8674"
"2022","Ohio","Renal failure","2498"
"2022","Ohio","Chronic lower respiratory disease","6748"
"2022","Ohio","Hypertensive diseases","4686"
"2022","Ohio","Influenza and pneumonia","1883"
"2022","Ohio","Alzheimer disease and dementia","11293"
"2022","Ohio","Cerebrovascular diseases","7216"
"2022","Ohio","Ischemic heart disease","15389"
"2022","Ohio","Other diseases of the respiratory system","3319"
"2022","Oklahoma","Sepsis","25"
"2022","Oklahoma","Chronic lower respiratory disease","2986"
"2022","Oklahoma","Other diseases of the circulatory system","1517"
"2022","Oklahoma","Cerebrovascular diseases","1810"
"2022","Oklahoma","Renal failure","188"
"2022","Oklahoma","Influenza and pneumonia","397"
"2022","Oklahoma","Diabetes","1529"
"2022","Oklahoma","Alzheimer disease and dementia","3621"
"2022","Oklahoma","Malignant neoplasms","8177"
"2022","Oklahoma","Other diseases of the respiratory system","453"
"2022","Oklahoma","Heart failure","642"
"2022","Oklahoma","Hypertensive diseases","5530"
"2022","Oklahoma","Ischemic heart disease","4912"
"2022","Oregon","Heart failure","934"
"2022","Oregon","Influenza and pneumonia","152"
"2022","Oregon","Diabetes","1440"
"2022","Oregon","Renal failure","150"
"2022","Oregon","Ischemic heart disease","3655"
"2022","Oregon","Cerebrovascular diseases","2624"
"2022","Oregon","Chronic lower respiratory disease","1985"
"2022","Oregon","Other diseases of the circulatory system","3000"
"2022","Oregon","Other diseases of the respiratory system","543"
"2022","Oregon","Hypertensive diseases","1619"
"2022","Oregon","Sepsis","45"
"2022","Oregon","Malignant neoplasms","8462"
"2022","Oregon","Alzheimer disease and dementia","4739"
"2022","Pennsylvania","Hypertensive diseases","3922"
"2022","Pennsylvania","Diabetes","4107"
"2022","Pennsylvania","Malignant neoplasms","27641"
"2022","Pennsylvania","Other diseases of the respiratory system","3638"
"2022","Pennsylvania","Heart failure","5281"
"2022","Pennsylvania","Renal failure","3098"
"2022","Pennsylvania","Chronic lower respiratory disease","5831"
"2022","Pennsylvania","Influenza and pneumonia","2025"
"2022","Pennsylvania","Sepsis","2615"
"2022","Pennsylvania","Alzheimer disease and dementia","12659"
"2022","Pennsylvania","Ischemic heart disease","16228"
"2022","Pennsylvania","Other diseases of the circulatory system","9710"
"2022","Pennsylvania","Cerebrovascular diseases","6891"
"2022","Puerto Rico","Sepsis","603"
"2022","Puerto Rico","Chronic lower respiratory disease","1020"
"2022","Puerto Rico","Hypertensive diseases","1647"
"2022","Puerto Rico","Renal failure","1205"
"2022","Puerto Rico","Influenza and pneumonia","770"
"2022","Puerto Rico","Heart failure","468"
"2022","Puerto Rico","Malignant neoplasms","5377"
"2022","Puerto Rico","Other diseases of the respiratory system","712"
"2022","Puerto Rico","Cerebrovascular diseases","1326"
"2022","Puerto Rico","Ischemic heart disease","3736"
"2022","Puerto Rico","Diabetes","3087"
"2022","Puerto Rico","Alzheimer disease and dementia","3673"
"2022","Puerto Rico","Other diseases of the circulatory system","978"
"2022","Rhode Island","Malignant neoplasms","2166"
"2022","Rhode Island","Diabetes","23"
"2022","Rhode Island","Chronic lower respiratory disease","157"
"2022","Rhode Island","Alzheimer disease and dementia","1145"
"2022","Rhode Island","Cerebrovascular diseases","243"
"2022","Rhode Island","Ischemic heart disease","1510"
"2022","Rhode Island","Hypertensive diseases","93"
"2022","Rhode Island","Other diseases of the circulatory system","479"
"2022","South Carolina","Malignant neoplasms","10681"
"2022","South Carolina","Chronic lower respiratory disease","2848"
"2022","South Carolina","Hypertensive diseases","2467"
"2022","South Carolina","Renal failure","883"
"2022","South Carolina","Diabetes","1759"
"2022","South Carolina","Other diseases of the respiratory system","1332"
"2022","South Carolina","Ischemic heart disease","5535"
"2022","South Carolina","Sepsis","846"
"2022","South Carolina","Heart failure","1724"
"2022","South Carolina","Cerebrovascular diseases","3004"
"2022","South Carolina","Influenza and pneumonia","477"
"2022","South Carolina","Other diseases of the circulatory system","3336"
"2022","South Carolina","Alzheimer disease and dementia","5822"
"2022","South Dakota","Diabetes","46"
"2022","South Dakota","Alzheimer disease and dementia","631"
"2022","South Dakota","Hypertensive diseases","48"
"2022","South Dakota","Malignant neoplasms","1699"
"2022","South Dakota","Other diseases of the circulatory system","178"
"2022","South Dakota","Chronic lower respiratory disease","138"
"2022","South Dakota","Ischemic heart disease","1200"
"2022","South Dakota","Cerebrovascular diseases","154"
"2022","Tennessee","Hypertensive diseases","4343"
"2022","Tennessee","Sepsis","1074"
"2022","Tennessee","Ischemic heart disease","11222"
"2022","Tennessee","Cerebrovascular diseases","4295"
"2022","Tennessee","Other diseases of the circulatory system","4082"
"2022","Tennessee","Diabetes","2786"
"2022","Tennessee","Alzheimer disease and dementia","7505"
"2022","Tennessee","Chronic lower respiratory disease","4328"
"2022","Tennessee","Heart failure","1444"
"2022","Tennessee","Renal failure","1266"
"2022","Tennessee","Malignant neoplasms","15003"
"2022","Tennessee","Influenza and pneumonia","1412"
"2022","Tennessee","Other diseases of the respiratory system","1657"
"2022","Texas","Other diseases of the circulatory system","12818"
"2022","Texas","Heart failure","6198"
"2022","Texas","Alzheimer disease and dementia","22832"
"2022","Texas","Hypertensive diseases","9618"
"2022","Texas","Cerebrovascular diseases","12423"
"2022","Texas","Influenza and pneumonia","3076"
"2022","Texas","Ischemic heart disease","27076"
"2022","Texas","Diabetes","7919"
"2022","Texas","Renal failure","4760"
"2022","Texas","Malignant neoplasms","44053"
"2022","Texas","Sepsis","3679"
"2022","Texas","Chronic lower respiratory disease","10079"
"2022","Texas","Other diseases of the respiratory system","5450"
"2022","United States","Ischemic heart disease","371581"
"2022","United States","Other diseases of the respiratory system","68821"
"2022","United States","Alzheimer disease and dementia","292074"
"2022","United States","Cerebrovascular diseases","165239"
"2022","United States","Malignant neoplasms","607577"
"2022","United States","Sepsis","42211"
"2022","United States","Heart failure","87764"
"2022","United States","Chronic lower respiratory disease","147091"
"2022","United States","Hypertensive diseases","131433"
"2022","United States","Other diseases of the circulatory system","185160"
"2022","United States","Diabetes","101051"
"2022","United States","Renal failure","56645"
"2022","United States","Influenza and pneumonia","47004"
"2022","Utah","Other diseases of the circulatory system","1382"
"2022","Utah","Sepsis","12"
"2022","Utah","Cerebrovascular diseases","984"
"2022","Utah","Alzheimer disease and dementia","2349"
"2022","Utah","Renal failure","47"
"2022","Utah","Influenza and pneumonia","52"
"2022","Utah","Heart failure","1020"
"2022","Utah","Ischemic heart disease","1934"
"2022","Utah","Diabetes","714"
"2022","Utah","Hypertensive diseases","600"
"2022","Utah","Chronic lower respiratory disease","903"
"2022","Utah","Malignant neoplasms","3604"
"2022","Utah","Other diseases of the respiratory system","177"
"2022","Vermont","Ischemic heart disease","928"
"2022","Vermont","Chronic lower respiratory disease","11"
"2022","Vermont","Other diseases of the circulatory system","36"
"2022","Vermont","Alzheimer disease and dementia","537"
"2022","Vermont","Malignant neoplasms","1443"
"2022","Vermont","Cerebrovascular diseases","12"
"2022","Vermont","Influenza and pneumonia","13"
"2022","Vermont","Hypertensive diseases","73"
"2022","Virginia","Other diseases of the circulatory system","4967"
"2022","Virginia","Malignant neoplasms","15637"
"2022","Virginia","Heart failure","2661"
"2022","Virginia","Renal failure","1642"
"2022","Virginia","Chronic lower respiratory disease","3208"
"2022","Virginia","Other diseases of the respiratory system","1882"
"2022","Virginia","Influenza and pneumonia","992"
"2022","Virginia","Alzheimer disease and dementia","8483"
"2022","Virginia","Diabetes","2857"
"2022","Virginia","Hypertensive diseases","2351"
"2022","Virginia","Cerebrovascular diseases","4272"
"2022","Virginia","Ischemic heart disease","8528"
"2022","Virginia","Sepsis","1060"
"2022","Washington","Hypertensive diseases","2578"
"2022","Washington","Sepsis","605"
"2022","Washington","Diabetes","2192"
"2022","Washington","Renal failure","296"
"2022","Washington","Alzheimer disease and dementia","7101"
"2022","Washington","Ischemic heart disease","7616"
"2022","Washington","Influenza and pneumonia","630"
"2022","Washington","Chronic lower respiratory disease","2932"
"2022","Washington","Other diseases of the respiratory system","1619"
"2022","Washington","Cerebrovascular diseases","3323"
"2022","Washington","Malignant neoplasms","13407"
"2022","Washington","Other diseases of the circulatory system","3851"
"2022","Washington","Heart failure","664"
"2022","West Virginia","Influenza and pneumonia","301"
"2022","West Virginia","Heart failure","353"
"2022","West Virginia","Chronic lower respiratory disease","1658"
"2022","West Virginia","Other diseases of the respiratory system","68"
"2022","West Virginia","Ischemic heart disease","3154"
"2022","West Virginia","Cerebrovascular diseases","1082"
"2022","West Virginia","Alzheimer disease and dementia","2159"
"2022","West Virginia","Hypertensive diseases","941"
"2022","West Virginia","Malignant neoplasms","4623"
"2022","West Virginia","Diabetes","1045"
"2022","West Virginia","Renal failure","439"
"2022","West Virginia","Other diseases of the circulatory system","1172"
"2022","Wisconsin","Hypertensive diseases","2030"
"2022","Wisconsin","Renal failure","833"
"2022","Wisconsin","Other diseases of the circulatory system","3682"
"2022","Wisconsin","Heart failure","1608"
"2022","Wisconsin","Sepsis","469"
"2022","Wisconsin","Malignant neoplasms","11571"
"2022","Wisconsin","Ischemic heart disease","7023"
"2022","Wisconsin","Influenza and pneumonia","398"
"2022","Wisconsin","Diabetes","1469"
"2022","Wisconsin","Chronic lower respiratory disease","2683"
"2022","Wisconsin","Alzheimer disease and dementia","5678"
"2022","Wisconsin","Other diseases of the respiratory system","1187"
"2022","Wisconsin","Cerebrovascular diseases","2721"
"2022","Wyoming","Chronic lower respiratory disease","53"
"2022","Wyoming","Ischemic heart disease","370"
"2022","Wyoming","Other diseases of the circulatory system","34"
"2022","Wyoming","Malignant neoplasms","998"
"2022","Wyoming","Alzheimer disease and dementia","188"
"2023","Alabama","Sepsis","739"
"2023","Alabama","Cerebrovascular diseases","2071"
"2023","Alabama","Alzheimer disease and dementia","3307"
"2023","Alabama","Malignant neoplasms","7074"
"2023","Alabama","Ischemic heart disease","2980"
"2023","Alabama","Diabetes","937"
"2023","Alabama","Renal failure","861"
"2023","Alabama","Other diseases of the respiratory system","974"
"2023","Alabama","Influenza and pneumonia","553"
"2023","Alabama","Hypertensive diseases","2041"
"2023","Alabama","Heart failure","1613"
"2023","Alabama","Chronic lower respiratory disease","2089"
"2023","Alabama","Other diseases of the circulatory system","3836"
"2023","Alaska","Alzheimer disease and dementia","75"
"2023","Alaska","Ischemic heart disease","78"
"2023","Alaska","Malignant neoplasms","633"
"2023","Arizona","Malignant neoplasms","8972"
"2023","Arizona","Renal failure","519"
"2023","Arizona","Heart failure","748"
"2023","Arizona","Chronic lower respiratory disease","2443"
"2023","Arizona","Other diseases of the circulatory system","2553"
