"year","jurisdiction","cause_subgroup","deaths"
"2019","New Mexico","Cerebrovascular diseases","743"
"2019","New Mexico","Heart failure","165"
"2019","New Mexico","Alzheimer disease and dementia","1373"
"2019","New Mexico","Renal failure","46"
"2019","New York","Ischemic heart disease","16255"
"2019","New York","Influenza and pneumonia","2582"
"2019","New York","Heart failure","2378"
"2019","New York","Other diseases of the circulatory system","6132"
"2019","New York","Renal failure","1920"
"2019","New York","Malignant neoplasms","21187"
"2019","New York","Hypertensive diseases","3606"
"2019","New York","Chronic lower respiratory disease","5203"
"2019","New York","Sepsis","1249"
"2019","New York","Cerebrovascular diseases","4198"
"2019","New York","Other diseases of the respiratory system","2570"
"2019","New York","Diabetes","2626"
"2019","New York","Alzheimer disease and dementia","9374"
"2019","New York City","Cerebrovascular diseases","1877"
"2019","New York City","Sepsis","172"
"2019","New York City","Alzheimer disease and dementia","3009"
"2019","New York City","Renal failure","326"
"2019","New York City","Influenza and pneumonia","1623"
"2019","New York City","Other diseases of the respiratory system","630"
"2019","New York City","Ischemic heart disease","13517"
"2019","New York City","Malignant neoplasms","12396"
"2019","New York City","Heart failure","88"
"2019","New York City","Chronic lower respiratory disease","1800"
"2019","New York City","Hypertensive diseases","3794"
"2019","New York City","Other diseases of the circulatory system","1910"
"2019","New York City","Diabetes","1899"
"2019","North Carolina","Heart failure","3278"
"2019","North Carolina","Hypertensive diseases","2443"
"2019","North Carolina","Ischemic heart disease","10359"
"2019","North Carolina","Chronic lower respiratory disease","5425"
"2019","North Carolina","Other diseases of the respiratory system","2416"
"2019","North Carolina","Cerebrovascular diseases","5227"
"2019","North Carolina","Renal failure","2105"
"2019","North Carolina","Other diseases of the circulatory system","5605"
"2019","North Carolina","Diabetes","3137"
"2019","North Carolina","Influenza and pneumonia","1742"
"2019","North Carolina","Alzheimer disease and dementia","9967"
"2019","North Carolina","Malignant neoplasms","20224"
"2019","North Carolina","Sepsis","1550"
"2019","North Dakota","Cerebrovascular diseases","58"
"2019","North Dakota","Malignant neoplasms","1415"
"2019","North Dakota","Alzheimer disease and dementia","607"
"2019","North Dakota","Diabetes","14"
"2019","North Dakota","Other diseases of the circulatory system","261"
"2019","North Dakota","Chronic lower respiratory disease","105"
"2019","North Dakota","Ischemic heart disease","840"
"2019","Ohio","Hypertensive diseases","3791"
"2019","Ohio","Other diseases of the respiratory system","3214"
"2019","Ohio","Other diseases of the circulatory system","8485"
"2019","Ohio","Malignant neoplasms","25206"
"2019","Ohio","Renal failure","2108"
"2019","Ohio","Cerebrovascular diseases","6494"
"2019","Ohio","Heart failure","3995"
"2019","Ohio","Ischemic heart disease","15234"
"2019","Ohio","Chronic lower respiratory disease","7154"
"2019","Ohio","Influenza and pneumonia","1902"
"2019","Ohio","Alzheimer disease and dementia","11820"
"2019","Ohio","Diabetes","3836"
"2019","Ohio","Sepsis","1899"
"2019","Oklahoma","Sepsis","37"
"2019","Oklahoma","Malignant neoplasms","8068"
"2019","Oklahoma","Alzheimer disease and dementia","3427"
"2019","Oklahoma","Renal failure","176"
"2019","Oklahoma","Other diseases of the respiratory system","500"
"2019","Oklahoma","Cerebrovascular diseases","1744"
"2019","Oklahoma","Chronic lower respiratory disease","2902"
"2019","Oklahoma","Hypertensive diseases","3761"
"2019","Oklahoma","Other diseases of the circulatory system","1601"
"2019","Oklahoma","Diabetes","1256"
"2019","Oklahoma","Influenza and pneumonia","380"
"2019","Oklahoma","Heart failure","781"
"2019","Oklahoma","Ischemic heart disease","5230"
"2019","Oregon","Chronic lower respiratory disease","2086"
"2019","Oregon","Sepsis","14"
"2019","Oregon","Diabetes","1260"
"2019","Oregon","Other diseases of the respiratory system","496"
"2019","Oregon","Hypertensive diseases","1134"
"2019","Oregon","Renal failure","82"
"2019","Oregon","Other diseases of the circulatory system","2679"
"2019","Oregon","Cerebrovascular diseases","2124"
"2019","Oregon","Heart failure","948"
"2019","Oregon","Ischemic heart disease","3333"
"2019","Oregon","Malignant neoplasms","8059"
"2019","Oregon","Alzheimer disease and dementia","4254"
"2019","Oregon","Influenza and pneumonia","262"
"2019","Pennsylvania","Chronic lower respiratory disease","6324"
"2019","Pennsylvania","Alzheimer disease and dementia","12829"
"2019","Pennsylvania","Ischemic heart disease","16877"
"2019","Pennsylvania","Malignant neoplasms","27861"
"2019","Pennsylvania","Cerebrovascular diseases","6691"
"2019","Pennsylvania","Heart failure","5114"
"2019","Pennsylvania","Diabetes","3651"
"2019","Pennsylvania","Renal failure","2935"
"2019","Pennsylvania","Other diseases of the respiratory system","3747"
"2019","Pennsylvania","Sepsis","2353"
"2019","Pennsylvania","Other diseases of the circulatory system","9813"
"2019","Pennsylvania","Influenza and pneumonia","2498"
"2019","Pennsylvania","Hypertensive diseases","3087"
"2019","Puerto Rico","Cerebrovascular diseases","1131"
"2019","Puerto Rico","Hypertensive diseases","1255"
"2019","Puerto Rico","Heart failure","240"
"2019","Puerto Rico","Malignant neoplasms","5069"
"2019","Puerto Rico","Renal failure","735"
"2019","Puerto Rico","Other diseases of the circulatory system","894"
"2019","Puerto Rico","Alzheimer disease and dementia","2733"
"2019","Puerto Rico","Sepsis","564"
"2019","Puerto Rico","Diabetes","3068"
"2019","Puerto Rico","Other diseases of the respiratory system","578"
"2019","Puerto Rico","Ischemic heart disease","3387"
"2019","Puerto Rico","Chronic lower respiratory disease","1290"
"2019","Puerto Rico","Influenza and pneumonia","728"
"2019","Rhode Island","Ischemic heart disease","1574"
"2019","Rhode Island","Chronic lower respiratory disease","244"
"2019","Rhode Island","Cerebrovascular diseases","186"
"2019","Rhode Island","Malignant neoplasms","2267"
"2019","Rhode Island","Alzheimer disease and dementia","1306"
"2019","Rhode Island","Heart failure","13"
"2019","Rhode Island","Other diseases of the circulatory system","378"
"2019","South Carolina","Chronic lower respiratory disease","2857"
"2019","South Carolina","Diabetes","1590"
"2019","South Carolina","Other diseases of the respiratory system","1207"
"2019","South Carolina","Renal failure","944"
"2019","South Carolina","Heart failure","1567"
"2019","South Carolina","Ischemic heart disease","4983"
"2019","South Carolina","Cerebrovascular diseases","2630"
"2019","South Carolina","Sepsis","837"
"2019","South Carolina","Other diseases of the circulatory system","3312"
"2019","South Carolina","Influenza and pneumonia","459"
"2019","South Carolina","Alzheimer disease and dementia","5072"
"2019","South Carolina","Malignant neoplasms","10204"
"2019","South Carolina","Hypertensive diseases","1654"
"2019","South Dakota","Chronic lower respiratory disease","304"
"2019","South Dakota","Alzheimer disease and dementia","590"
"2019","South Dakota","Ischemic heart disease","1213"
"2019","South Dakota","Hypertensive diseases","35"
"2019","South Dakota","Influenza and pneumonia","11"
"2019","South Dakota","Malignant neoplasms","1738"
"2019","South Dakota","Other diseases of the circulatory system","169"
"2019","South Dakota","Cerebrovascular diseases","81"
"2019","Tennessee","Other diseases of the circulatory system","3923"
"2019","Tennessee","Other diseases of the respiratory system","1696"
"2019","Tennessee","Diabetes","2216"
"2019","Tennessee","Hypertensive diseases","3235"
"2019","Tennessee","Ischemic heart disease","10415"
"2019","Tennessee","Renal failure","1078"
"2019","Tennessee","Sepsis","917"
"2019","Tennessee","Heart failure","1495"
"2019","Tennessee","Cerebrovascular diseases","3824"
"2019","Tennessee","Malignant neoplasms","14933"
"2019","Tennessee","Influenza and pneumonia","1424"
"2019","Tennessee","Alzheimer disease and dementia","7160"
"2019","Tennessee","Chronic lower respiratory disease","4715"
"2019","Texas","Cerebrovascular diseases","11017"
"2019","Texas","Renal failure","4143"
"2019","Texas","Heart failure","5865"
"2019","Texas","Influenza and pneumonia","3220"
"2019","Texas","Malignant neoplasms","42038"
"2019","Texas","Chronic lower respiratory disease","10873"
"2019","Texas","Hypertensive diseases","7766"
"2019","Texas","Sepsis","3131"
"2019","Texas","Ischemic heart disease","25829"
"2019","Texas","Other diseases of the circulatory system","11386"
"2019","Texas","Alzheimer disease and dementia","19539"
"2019","Texas","Diabetes","6953"
"2019","Texas","Other diseases of the respiratory system","4717"
"2019","United States","Sepsis","38387"
"2019","United States","Hypertensive diseases","102151"
"2019","United States","Other diseases of the respiratory system","66152"
"2019","United States","Ischemic heart disease","360841"
"2019","United States","Heart failure","85996"
"2019","United States","Chronic lower respiratory disease","156598"
"2019","United States","Diabetes","87561"
"2019","United States","Influenza and pneumonia","49658"
"2019","United States","Alzheimer disease and dementia","270973"
"2019","United States","Malignant neoplasms","598995"
"2019","United States","Renal failure","50426"
"2019","United States","Other diseases of the circulatory system","175299"
"2019","United States","Cerebrovascular diseases","149862"
"2019","Utah","Alzheimer disease and dementia","2032"
"2019","Utah","Malignant neoplasms","3376"
"2019","Utah","Chronic lower respiratory disease","831"
"2019","Utah","Ischemic heart disease","1688"
"2019","Utah","Heart failure","983"
"2019","Utah","Renal failure","52"
"2019","Utah","Influenza and pneumonia","102"
"2019","Utah","Diabetes","551"
"2019","Utah","Other diseases of the respiratory system","155"
"2019","Utah","Other diseases of the circulatory system","1190"
"2019","Utah","Hypertensive diseases","212"
"2019","Utah","Cerebrovascular diseases","928"
"2019","Vermont","Other diseases of the circulatory system","35"
"2019","Vermont","Alzheimer disease and dementia","377"
"2019","Vermont","Malignant neoplasms","1323"
"2019","Vermont","Ischemic heart disease","836"
"2019","Vermont","Chronic lower respiratory disease","26"
"2019","Virginia","Other diseases of the respiratory system","1821"
"2019","Virginia","Heart failure","2702"
"2019","Virginia","Renal failure","1592"
"2019","Virginia","Chronic lower respiratory disease","3571"
"2019","Virginia","Hypertensive diseases","1791"
"2019","Virginia","Cerebrovascular diseases","3783"
"2019","Virginia","Other diseases of the circulatory system","4534"
"2019","Virginia","Sepsis","1042"
"2019","Virginia","Alzheimer disease and dementia","7375"
"2019","Virginia","Influenza and pneumonia","1030"
"2019","Virginia","Diabetes","2337"
"2019","Virginia","Malignant neoplasms","14764"
"2019","Virginia","Ischemic heart disease","7418"
"2019","Washington","Diabetes","1828"
"2019","Washington","Other diseases of the respiratory system","1550"
"2019","Washington","Influenza and pneumonia","759"
"2019","Washington","Chronic lower respiratory disease","3066"
"2019","Washington","Other diseases of the circulatory system","3684"
"2019","Washington","Renal failure","47"
"2019","Washington","Alzheimer disease and dementia","6070"
"2019","Washington","Ischemic heart disease","6750"
"2019","Washington","Sepsis","307"
"2019","Washington","Cerebrovascular diseases","3020"
"2019","Washington","Malignant neoplasms","12978"
"2019","Washington","Heart failure","680"
"2019","Washington","Hypertensive diseases","2094"
"2019","West Virginia","Malignant neoplasms","4529"
"2019","West Virginia","Chronic lower respiratory disease","1661"
"2019","West Virginia","Influenza and pneumonia","174"
"2019","West Virginia","Alzheimer disease and dementia","1865"
"2019","West Virginia","Hypertensive diseases","727"
"2019","West Virginia","Sepsis","23"
"2019","West Virginia","Cerebrovascular diseases","969"
"2019","West Virginia","Diabetes","951"
"2019","West Virginia","Other diseases of the respiratory system","172"
"2019","West Virginia","Ischemic heart disease","3195"
"2019","West Virginia","Heart failure","280"
"2019","West Virginia","Renal failure","132"
"2019","West Virginia","Other diseases of the circulatory system","1045"
"2019","Wisconsin","Renal failure","903"
"2019","Wisconsin","Ischemic heart disease","6632"
"2019","Wisconsin","Cerebrovascular diseases","2464"
"2019","Wisconsin","Chronic lower respiratory disease","2837"
"2019","Wisconsin","Heart failure","1585"
"2019","Wisconsin","Malignant neoplasms","11451"
"2019","Wisconsin","Hypertensive diseases","1464"
"2019","Wisconsin","Other diseases of the circulatory system","3707"
"2019","Wisconsin","Influenza and pneumonia","614"
"2019","Wisconsin","Other diseases of the respiratory system","1121"
"2019","Wisconsin","Sepsis","357"
"2019","Wisconsin","Diabetes","1537"
"2019","Wisconsin","Alzheimer disease and dementia","5780"
"2019","Wyoming","Chronic lower respiratory disease","48"
"2019","Wyoming","Cerebrovascular diseases","11"
"2019","Wyoming","Alzheimer disease and dementia","88"
"2019","Wyoming","Other diseases of the circulatory system","11"
"2019","Wyoming","Malignant neoplasms","895"
"2019","Wyoming","Ischemic heart disease","352"
"2020","Alabama","Malignant neoplasms","10423"
"2020","Alabama","Heart failure","2692"
"2020","Alabama","Influenza and pneumonia","1095"
"2020","Alabama","Diabetes","1430"
"2020","Alabama","Cerebrovascular diseases","3314"
"2020","Alabama","Alzheimer disease and dementia","5559"
"2020","Alabama","Ischemic heart disease","5269"
"2020","Alabama","Chronic lower respiratory disease","3434"
"2020","Alabama","Hypertensive diseases","2316"
"2020","Alabama","Other diseases of the respiratory system","1376"
"2020","Alabama","Sepsis","999"
"2020","Alabama","Other diseases of the circulatory system","5761"
"2020","Alabama","Renal failure","1050"
"2020","Alaska","Other diseases of the circulatory system","24"
"2020","Alaska","Cerebrovascular diseases","11"
"2020","Alaska","Ischemic heart disease","271"
"2020","Alaska","Malignant neoplasms","981"
"2020","Alaska","Alzheimer disease and dementia","26"
"2020","Arizona","Heart failure","1006"
"2020","Arizona","Other diseases of the circulatory system","3561"
"2020","Arizona","Other diseases of the respiratory system","1360"
"2020","Arizona","Ischemic heart disease","8950"
"2020","Arizona","Influenza and pneumonia","1150"
"2020","Arizona","Malignant neoplasms","13104"
"2020","Arizona","Renal failure","726"
"2020","Arizona","Hypertensive diseases","3048"
"2020","Arizona","Diabetes","2609"
"2020","Arizona","Sepsis","127"
"2020","Arizona","Chronic lower respiratory disease","3794"
"2020","Arizona","Alzheimer disease and dementia","6764"
"2020","Arizona","Cerebrovascular diseases","3297"
"2020","Arkansas","Other diseases of the respiratory system","476"
"2020","Arkansas","Cerebrovascular diseases","1679"
"2020","Arkansas","Diabetes","1338"
"2020","Arkansas","Alzheimer disease and dementia","3445"
"2020","Arkansas","Hypertensive diseases","1626"
"2020","Arkansas","Heart failure","1077"
"2020","Arkansas","Ischemic heart disease","5088"
"2020","Arkansas","Other diseases of the circulatory system","1594"
"2020","Arkansas","Sepsis","268"
"2020","Arkansas","Influenza and pneumonia","544"
"2020","Arkansas","Renal failure","605"
"2020","Arkansas","Chronic lower respiratory disease","2464"
"2020","Arkansas","Malignant neoplasms","6509"
"2020","California","Diabetes","11874"
"2020","California","Chronic lower respiratory disease","13104"
"2020","California","Heart failure","8542"
"2020","California","Other diseases of the circulatory system","14257"
"2020","California","Influenza and pneumonia","6187"
"2020","California","Ischemic heart disease","40141"
"2020","California","Cerebrovascular diseases","18245"
"2020","California","Hypertensive diseases","14092"
"2020","California","Malignant neoplasms","60932"
"2020","California","Renal failure","4375"
"2020","California","Sepsis","1746"
"2020","California","Other diseases of the respiratory system","4563"
"2020","California","Alzheimer disease and dementia","29854"
"2020","Colorado","Hypertensive diseases","1638"
"2020","Colorado","Malignant neoplasms","8423"
"2020","Colorado","Influenza and pneumonia","234"
"2020","Colorado","Other diseases of the respiratory system","923"
"2020","Colorado","Diabetes","1183"
"2020","Colorado","Ischemic heart disease","3939"
"2020","Colorado","Sepsis","164"
"2020","Colorado","Renal failure","234"
"2020","Colorado","Chronic lower respiratory disease","2541"
"2020","Colorado","Heart failure","979"
"2020","Colorado","Other diseases of the circulatory system","2647"
"2020","Colorado","Alzheimer disease and dementia","4510"
"2020","Colorado","Cerebrovascular diseases","2276"
"2020","Connecticut","Influenza and pneumonia","300"
"2020","Connecticut","Alzheimer disease and dementia","3601"
"2020","Connecticut","Diabetes","824"
"2020","Connecticut","Chronic lower respiratory disease","1249"
"2020","Connecticut","Cerebrovascular diseases","1499"
"2020","Connecticut","Sepsis","340"
"2020","Connecticut","Malignant neoplasms","6800"
"2020","Connecticut","Ischemic heart disease","3722"
"2020","Connecticut","Other diseases of the circulatory system","2163"
"2020","Connecticut","Other diseases of the respiratory system","983"
"2020","Connecticut","Renal failure","320"
"2020","Connecticut","Hypertensive diseases","961"
"2020","Connecticut","Heart failure","1111"
"2020","Delaware","Ischemic heart disease","1170"
"2020","Delaware","Diabetes","45"
"2020","Delaware","Cerebrovascular diseases","657"
"2020","Delaware","Malignant neoplasms","2147"
"2020","Delaware","Alzheimer disease and dementia","1007"
"2020","Delaware","Chronic lower respiratory disease","212"
"2020","Delaware","Other diseases of the circulatory system","396"
"2020","Delaware","Heart failure","22"
"2020","District of Columbia","Ischemic heart disease","792"
"2020","District of Columbia","Malignant neoplasms","1206"
"2020","District of Columbia","Hypertensive diseases","88"
"2020","District of Columbia","Alzheimer disease and dementia","82"
"2020","District of Columbia","Other diseases of the circulatory system","70"
"2020","District of Columbia","Cerebrovascular diseases","118"
"2020","Florida","Influenza and pneumonia","3293"
"2020","Florida","Sepsis","2725"
"2020","Florida","Other diseases of the respiratory system","3963"
"2020","Florida","Hypertensive diseases","8395"
"2020","Florida","Renal failure","3233"
"2020","Florida","Alzheimer disease and dementia","20311"
"2020","Florida","Diabetes","7705"
"2020","Florida","Chronic lower respiratory disease","12129"
"2020","Florida","Ischemic heart disease","32173"
"2020","Florida","Heart failure","4446"
"2020","Florida","Other diseases of the circulatory system","11394"
"2020","Florida","Malignant neoplasms","46420"
"2020","Florida","Cerebrovascular diseases","15896"
"2020","Georgia","Heart failure","3854"
"2020","Georgia","Malignant neoplasms","18205"
"2020","Georgia","Other diseases of the circulatory system","6501"
"2020","Georgia","Cerebrovascular diseases","4871"
"2020","Georgia","Alzheimer disease and dementia","9562"
"2020","Georgia","Sepsis","1926"
"2020","Georgia","Hypertensive diseases","4994"
"2020","Georgia","Influenza and pneumonia","1629"
"2020","Georgia","Diabetes","2880"
"2020","Georgia","Ischemic heart disease","8402"
"2020","Georgia","Chronic lower respiratory disease","4882"
"2020","Georgia","Other diseases of the respiratory system","3013"
"2020","Georgia","Renal failure","2154"
"2020","Hawaii","Other diseases of the respiratory system","12"
"2020","Hawaii","Chronic lower respiratory disease","59"
"2020","Hawaii","Malignant neoplasms","2539"
"2020","Hawaii","Influenza and pneumonia","35"
"2020","Hawaii","Diabetes","13"
"2020","Hawaii","Alzheimer disease and dementia","1392"
"2020","Hawaii","Heart failure","11"
"2020","Hawaii","Hypertensive diseases","300"
"2020","Hawaii","Other diseases of the circulatory system","746"
"2020","Hawaii","Ischemic heart disease","1348"
"2020","Hawaii","Cerebrovascular diseases","804"
"2020","Idaho","Heart failure","136"
"2020","Idaho","Hypertensive diseases","156"
"2020","Idaho","Diabetes","227"
"2020","Idaho","Ischemic heart disease","1681"
"2020","Idaho","Other diseases of the respiratory system","24"
"2020","Idaho","Cerebrovascular diseases","720"
"2020","Idaho","Malignant neoplasms","3052"
"2020","Idaho","Chronic lower respiratory disease","855"
"2020","Idaho","Alzheimer disease and dementia","1560"
"2020","Idaho","Influenza and pneumonia","11"
"2020","Idaho","Other diseases of the circulatory system","984"
"2020","Illinois","Influenza and pneumonia","2399"
"2020","Illinois","Ischemic heart disease","12809"
"2020","Illinois","Sepsis","1600"
"2020","Illinois","Alzheimer disease and dementia","11798"
"2020","Illinois","Hypertensive diseases","4446"
"2020","Illinois","Cerebrovascular diseases","6626"
"2020","Illinois","Malignant neoplasms","23689"
"2020","Illinois","Heart failure","4567"
"2020","Illinois","Diabetes","3449"
"2020","Illinois","Renal failure","2579"
"2020","Illinois","Other diseases of the respiratory system","2359"
"2020","Illinois","Chronic lower respiratory disease","5364"
"2020","Illinois","Other diseases of the circulatory system","7979"
"2020","Indiana","Chronic lower respiratory disease","4662"
"2020","Indiana","Hypertensive diseases","2329"
"2020","Indiana","Diabetes","2516"
"2020","Indiana","Other diseases of the respiratory system","1605"
"2020","Indiana","Other diseases of the circulatory system","4694"
"2020","Indiana","Cerebrovascular diseases","3371"
"2020","Indiana","Malignant neoplasms","13862"
"2020","Indiana","Alzheimer disease and dementia","7145"
"2020","Indiana","Renal failure","1482"
"2020","Indiana","Sepsis","1179"
"2020","Indiana","Heart failure","2134"
"2020","Indiana","Influenza and pneumonia","990"
"2020","Indiana","Ischemic heart disease","8094"
"2020","Iowa","Diabetes","1059"
"2020","Iowa","Cerebrovascular diseases","1393"
"2020","Iowa","Chronic lower respiratory disease","1715"
"2020","Iowa","Other diseases of the circulatory system","1973"
"2020","Iowa","Other diseases of the respiratory system","656"
"2020","Iowa","Alzheimer disease and dementia","3515"
"2020","Iowa","Renal failure","89"
"2020","Iowa","Hypertensive diseases","1100"
"2020","Iowa","Influenza and pneumonia","354"
"2020","Iowa","Ischemic heart disease","4509"
"2020","Iowa","Malignant neoplasms","6286"
"2020","Iowa","Heart failure","719"
"2020","Iowa","Sepsis","59"
"2020","Kansas","Sepsis","58"
"2020","Kansas","Chronic lower respiratory disease","1668"
"2020","Kansas","Alzheimer disease and dementia","3181"
"2020","Kansas","Renal failure","264"
"2020","Kansas","Diabetes","1033"
"2020","Kansas","Heart failure","616"
"2020","Kansas","Influenza and pneumonia","304"
"2020","Kansas","Ischemic heart disease","3698"
"2020","Kansas","Other diseases of the circulatory system","1502"
"2020","Kansas","Other diseases of the respiratory system","439"
"2020","Kansas","Malignant neoplasms","5372"
"2020","Kansas","Cerebrovascular diseases","1301"
"2020","Kansas","Hypertensive diseases","932"
"2020","Kentucky","Malignant neoplasms","10363"
"2020","Kentucky","Sepsis","974"
"2020","Kentucky","Chronic lower respiratory disease","3303"
"2020","Kentucky","Cerebrovascular diseases","2275"
"2020","Kentucky","Hypertensive diseases","1590"
"2020","Kentucky","Influenza and pneumonia","810"
"2020","Kentucky","Alzheimer disease and dementia","5133"
"2020","Kentucky","Diabetes","1575"
"2020","Kentucky","Heart failure","1558"
"2020","Kentucky","Ischemic heart disease","5893"
"2020","Kentucky","Renal failure","918"
"2020","Kentucky","Other diseases of the circulatory system","3274"
"2020","Kentucky","Other diseases of the respiratory system","1392"
"2020","Louisiana","Other diseases of the circulatory system","3312"
"2020","Louisiana","Renal failure","1088"
"2020","Louisiana","Sepsis","1151"
"2020","Louisiana","Heart failure","2213"
"2020","Louisiana","Other diseases of the respiratory system","1413"
"2020","Louisiana","Malignant neoplasms","9316"
"2020","Louisiana","Diabetes","1881"
"2020","Louisiana","Cerebrovascular diseases","2626"
"2020","Louisiana","Influenza and pneumonia","702"
"2020","Louisiana","Alzheimer disease and dementia","4498"
"2020","Louisiana","Ischemic heart disease","5715"
"2020","Louisiana","Hypertensive diseases","1945"
"2020","Louisiana","Chronic lower respiratory disease","2397"
"2020","Maine","Cerebrovascular diseases","608"
"2020","Maine","Other diseases of the respiratory system","12"
"2020","Maine","Malignant neoplasms","3433"
"2020","Maine","Diabetes","263"
"2020","Maine","Chronic lower respiratory disease","828"
"2020","Maine","Hypertensive diseases","315"
"2020","Maine","Influenza and pneumonia","39"
"2020","Maine","Other diseases of the circulatory system","958"
"2020","Maine","Alzheimer disease and dementia","1971"
"2020","Maine","Ischemic heart disease","1668"
"2020","Maryland","Renal failure","618"
"2020","Maryland","Malignant neoplasms","10940"
"2020","Maryland","Influenza and pneumonia","867"
"2020","Maryland","Other diseases of the respiratory system","934"
"2020","Maryland","Hypertensive diseases","2450"
"2020","Maryland","Sepsis","922"
"2020","Maryland","Ischemic heart disease","7090"
"2020","Maryland","Cerebrovascular diseases","3111"
"2020","Maryland","Alzheimer disease and dementia","5315"
"2020","Maryland","Heart failure","812"
"2020","Maryland","Chronic lower respiratory disease","2097"
"2020","Maryland","Other diseases of the circulatory system","3769"
"2020","Maryland","Diabetes","1793"
"2020","Massachusetts","Sepsis","895"
"2020","Massachusetts","Other diseases of the circulatory system","4096"
"2020","Massachusetts","Diabetes","1575"
"2020","Massachusetts","Hypertensive diseases","1458"
"2020","Massachusetts","Alzheimer disease and dementia","7716"
"2020","Massachusetts","Ischemic heart disease","5741"
"2020","Massachusetts","Other diseases of the respiratory system","1642"
"2020","Massachusetts","Renal failure","1244"
"2020","Massachusetts","Influenza and pneumonia","1303"
"2020","Massachusetts","Malignant neoplasms","12889"
"2020","Massachusetts","Cerebrovascular diseases","2319"
"2020","Massachusetts","Chronic lower respiratory disease","2584"
"2020","Massachusetts","Heart failure","2028"
"2020","Michigan","Chronic lower respiratory disease","5654"
"2020","Michigan","Ischemic heart disease","15446"
"2020","Michigan","Diabetes","3415"
"2020","Michigan","Influenza and pneumonia","1872"
"2020","Michigan","Renal failure","1899"
"2020","Michigan","Sepsis","1276"
"2020","Michigan","Malignant neoplasms","21173"
"2020","Michigan","Other diseases of the respiratory system","1752"
"2020","Michigan","Cerebrovascular diseases","5873"
"2020","Michigan","Other diseases of the circulatory system","5992"
"2020","Michigan","Heart failure","3345"
"2020","Michigan","Alzheimer disease and dementia","9860"
"2020","Michigan","Hypertensive diseases","4690"
"2020","Minnesota","Diabetes","1499"
"2020","Minnesota","Cerebrovascular diseases","2307"
"2020","Minnesota","Influenza and pneumonia","295"
"2020","Minnesota","Heart failure","1090"
"2020","Minnesota","Chronic lower respiratory disease","2229"
"2020","Minnesota","Ischemic heart disease","4253"
"2020","Minnesota","Other diseases of the circulatory system","3072"
"2020","Minnesota","Sepsis","198"
"2020","Minnesota","Other diseases of the respiratory system","872"
"2020","Minnesota","Renal failure","267"
"2020","Minnesota","Malignant neoplasms","10212"
"2020","Minnesota","Hypertensive diseases","1576"
"2020","Minnesota","Alzheimer disease and dementia","6203"
"2020","Mississippi","Influenza and pneumonia","870"
"2020","Mississippi","Heart failure","1568"
"2020","Mississippi","Renal failure","732"
"2020","Mississippi","Alzheimer disease and dementia","3180"
"2020","Mississippi","Other diseases of the circulatory system","1579"
"2020","Mississippi","Sepsis","22"
"2020","Mississippi","Other diseases of the respiratory system","544"
"2020","Mississippi","Diabetes","1453"
"2020","Mississippi","Hypertensive diseases","2162"
"2020","Mississippi","Chronic lower respiratory disease","2232"
"2020","Mississippi","Cerebrovascular diseases","1854"
"2020","Mississippi","Ischemic heart disease","4383"
"2020","Mississippi","Malignant neoplasms","6515"
"2020","Missouri","Chronic lower respiratory disease","3955"
"2020","Missouri","Hypertensive diseases","1957"
"2020","Missouri","Ischemic heart disease","8873"
"2020","Missouri","Renal failure","1735"
"2020","Missouri","Other diseases of the respiratory system","2183"
"2020","Missouri","Sepsis","1009"
"2020","Missouri","Other diseases of the circulatory system","4233"
"2020","Missouri","Cerebrovascular diseases","3530"
"2020","Missouri","Heart failure","2680"
"2020","Missouri","Alzheimer disease and dementia","6266"
"2020","Missouri","Diabetes","1872"
"2020","Missouri","Malignant neoplasms","13608"
"2020","Missouri","Influenza and pneumonia","1210"
"2020","Montana","Heart failure","40"
"2020","Montana","Other diseases of the circulatory system","527"
"2020","Montana","Hypertensive diseases","11"
"2020","Montana","Chronic lower respiratory disease","526"
"2020","Montana","Alzheimer disease and dementia","1105"
"2020","Montana","Cerebrovascular diseases","163"
"2020","Montana","Ischemic heart disease","1415"
"2020","Montana","Influenza and pneumonia","11"
"2020","Montana","Malignant neoplasms","2146"
"2020","Montana","Diabetes","84"
"2020","Nebraska","Other diseases of the respiratory system","115"
"2020","Nebraska","Heart failure","364"
"2020","Nebraska","Chronic lower respiratory disease","1093"
"2020","Nebraska","Malignant neoplasms","3639"
"2020","Nebraska","Influenza and pneumonia","52"
"2020","Nebraska","Diabetes","446"
"2020","Nebraska","Ischemic heart disease","1721"
"2020","Nebraska","Alzheimer disease and dementia","2061"
"2020","Nebraska","Other diseases of the circulatory system","1218"
"2020","Nebraska","Cerebrovascular diseases","877"
"2020","Nebraska","Hypertensive diseases","469"
"2020","Nevada","Heart failure","274"
"2020","Nevada","Other diseases of the respiratory system","61"
"2020","Nevada","Malignant neoplasms","5489"
"2020","Nevada","Diabetes","905"
"2020","Nevada","Influenza and pneumonia","265"
"2020","Nevada","Alzheimer disease and dementia","2153"
"2020","Nevada","Chronic lower respiratory disease","1711"
"2020","Nevada","Hypertensive diseases","1536"
"2020","Nevada","Ischemic heart disease","3894"
"2020","Nevada","Renal failure","41"
"2020","Nevada","Cerebrovascular diseases","1551"
"2020","Nevada","Other diseases of the circulatory system","2230"
"2020","New Hampshire","Chronic lower respiratory disease","524"
"2020","New Hampshire","Cerebrovascular diseases","369"
"2020","New Hampshire","Renal failure","11"
